claim_id,claimant_id,vehicle_id,clinic_provider_id,repair_provider_id,attorney_provider_id,incident_type,weather_condition,claim_date,police_report_filed,injuries_count,witnesses_count,claim_amount,claim_status,payout_amount,is_fraud,fraud_ring_id
CM003733,CL000682,VH001458,PR000077,PR000117,,parking_lot,snow,2024-12-27,True,0,0,5616.46,denied,0.0,0,
CM008103,CL003959,VH002784,PR000212,PR000191,,sideswipe,rain,2023-02-18,True,0,1,2955.52,paid,2779.82,0,
CM003212,CL001507,VH000370,PR000196,,,multi_vehicle_pileup,clear,2025-04-14,True,0,0,4038.97,paid,3644.17,0,
CM003631,CL000966,VH001794,,PR000083,,multi_vehicle_pileup,fog,2023-04-11,True,1,1,7191.11,paid,7015.2,0,
CM006576,CL000493,VH003044,PR000159,PR000131,,parking_lot,clear,2024-08-04,True,0,0,1786.52,paid,1727.65,0,
CM006580,CL002983,VH000502,,PR000151,,sideswipe,clear,2024-10-12,True,2,0,5800.19,paid,5559.5,0,
CM000267,CL000229,VH003679,PR000153,PR000095,,sideswipe,clear,2023-08-28,True,0,1,503.94,paid,489.75,0,
CM001141,CL003623,VH001963,,PR000221,,parking_lot,clear,2025-10-04,True,0,0,1274.09,paid,1212.54,0,
CM003163,CL000688,VH003563,,PR000079,,sideswipe,clear,2024-12-20,True,0,0,729.87,under_review,,0,
CM007699,CL001775,VH003434,PR000227,PR000086,PR000215,single_vehicle,clear,2023-04-12,True,0,1,4731.85,paid,4605.14,0,
CM003731,CL001694,VH002132,,PR000194,,sideswipe,clear,2025-10-17,False,0,1,4568.7,under_review,,0,
CM001910,CL000819,VH002470,,PR000084,,sideswipe,clear,2025-03-21,True,1,1,3361.63,paid,3350.17,0,
CM007330,CL001592,VH001506,PR000244,,,parking_lot,clear,2025-08-30,True,0,0,9169.87,paid,8710.06,0,
CM008177,CL001160,VH003621,PR000248,PR000124,PR000188,parking_lot,fog,2024-11-26,True,0,0,896.1,paid,883.1,0,
CM000657,CL000971,VH003672,,,,rear_end_collision,fog,2023-04-04,False,0,1,3060.27,paid,3048.7,0,
CM006816,CL001825,VH002097,PR000149,PR000134,,multi_vehicle_pileup,rain,2024-04-18,False,1,0,5680.52,paid,5327.19,0,
CM007545,CL002233,VH001140,,PR000041,,single_vehicle,rain,2023-01-08,True,0,2,6557.59,paid,6551.32,0,
CM000999,CL001446,VH002400,,PR000124,,rear_end_collision,snow,2025-09-01,False,0,1,2033.87,paid,2026.91,0,
CM005863,CL003705,VH000109,,PR000092,,single_vehicle,rain,2024-09-17,False,0,1,2460.37,paid,2263.91,0,
CM002835,CL000662,VH002747,,PR000029,,single_vehicle,clear,2023-09-18,False,2,0,4425.75,paid,4143.19,0,
CM008149,CL003699,VH002471,PR000148,PR000111,PR000139,rear_end_collision,clear,2025-03-12,True,0,0,3047.16,paid,2836.1,0,
CM001238,CL003609,VH000657,,,,multi_vehicle_pileup,clear,2023-12-15,False,0,0,10039.87,paid,9252.82,0,
CM008776,CL003101,VH002962,PR000156,PR000174,PR000122,multi_vehicle_pileup,snow,2023-08-15,True,0,0,1368.32,partially_paid,439.29,1,RING014
CM006253,CL003734,VH000673,,PR000124,,parking_lot,rain,2023-01-10,True,0,1,1898.33,paid,1737.88,0,
CM007341,CL000701,VH002656,PR000189,PR000138,,multi_vehicle_pileup,clear,2025-06-29,True,0,1,2597.22,denied,0.0,0,
CM005092,CL000446,VH003287,PR000149,PR000038,PR000155,sideswipe,clear,2024-09-02,False,1,0,2475.07,paid,2283.71,0,
CM002187,CL001999,VH003262,PR000057,PR000165,,single_vehicle,clear,2023-01-06,False,0,2,2975.19,paid,2958.1,0,
CM001135,CL002839,VH002190,PR000043,PR000211,,multi_vehicle_pileup,clear,2024-02-02,True,0,1,3074.74,paid,2844.83,0,
CM005005,CL001633,VH003467,,PR000005,,multi_vehicle_pileup,clear,2025-01-16,True,0,0,9300.76,paid,9251.68,0,
CM001304,CL003074,VH002209,PR000113,PR000176,,single_vehicle,rain,2024-09-08,True,0,0,3960.91,paid,3890.48,0,
CM001628,CL000429,VH001262,,PR000090,,rear_end_collision,clear,2024-09-21,True,0,0,2079.25,paid,1917.89,0,
CM006210,CL000866,VH000111,,PR000172,PR000126,sideswipe,snow,2025-08-08,True,0,0,4326.5,paid,3957.73,0,
CM001523,CL001752,VH003733,,PR000184,,rear_end_collision,clear,2025-05-17,True,0,0,1898.63,paid,1829.19,0,
CM008751,CL002900,VH002586,PR000119,PR000197,PR000135,sideswipe,fog,2025-06-16,False,0,0,1237.38,paid,1187.91,1,RING012
CM000359,CL000456,VH001547,PR000168,PR000166,,single_vehicle,clear,2024-12-21,False,0,1,2754.03,under_review,,0,
CM000139,CL002687,VH003052,,PR000157,,sideswipe,clear,2023-04-21,True,0,0,3178.57,paid,3030.8,0,
CM000300,CL002093,VH001989,,PR000173,,parking_lot,rain,2024-10-10,True,0,0,2516.41,under_review,,0,
CM001557,CL003622,VH001048,,PR000204,,single_vehicle,fog,2024-05-18,True,0,1,3516.38,paid,3252.92,0,
CM005100,CL000547,VH003278,PR000168,PR000142,,parking_lot,clear,2025-11-28,True,0,0,8395.05,paid,7863.58,0,
CM000383,CL003226,VH002204,PR000096,PR000197,,multi_vehicle_pileup,rain,2024-01-08,True,1,2,4906.46,paid,4593.35,0,
CM006662,CL003259,VH002906,PR000208,,,single_vehicle,fog,2023-07-16,True,0,1,2853.35,paid,2764.82,0,
CM007623,CL000833,VH002227,PR000089,PR000083,,rear_end_collision,rain,2024-03-29,True,0,1,3753.65,paid,3540.94,0,
CM004858,CL003999,VH000805,PR000104,,,single_vehicle,clear,2023-09-24,True,1,0,1581.47,denied,0.0,0,
CM007641,CL001971,VH001850,,PR000184,,multi_vehicle_pileup,clear,2023-12-19,True,0,2,3566.45,paid,3249.83,0,
CM006983,CL002651,VH000897,,PR000197,,sideswipe,rain,2025-01-11,True,1,1,1021.09,paid,994.11,0,
CM005640,CL002979,VH001269,PR000031,PR000202,,single_vehicle,clear,2025-03-25,False,0,2,3310.63,paid,3154.58,0,
CM007768,CL002436,VH002510,PR000206,PR000124,,single_vehicle,clear,2023-02-28,True,0,1,10382.55,paid,9666.94,0,
CM006640,CL002805,VH003425,,,,sideswipe,rain,2024-08-13,True,1,1,1180.58,denied,0.0,0,
CM005596,CL002684,VH001963,PR000010,PR000204,,sideswipe,rain,2024-03-19,True,1,1,1060.76,paid,1007.23,0,
CM008224,CL003839,VH000031,,PR000184,,sideswipe,clear,2023-02-26,False,1,2,2712.08,paid,2487.01,0,
CM002722,CL001946,VH003266,PR000003,PR000050,PR000215,single_vehicle,clear,2024-04-17,True,0,4,3559.63,paid,3305.15,0,
CM001933,CL000766,VH000484,,PR000178,,rear_end_collision,clear,2025-03-20,True,0,0,4483.89,under_review,,0,
CM005857,CL003740,VH003209,,PR000042,,sideswipe,fog,2025-07-17,True,0,0,4031.0,paid,3798.88,0,
CM003237,CL000042,VH000025,PR000089,,PR000237,sideswipe,clear,2025-01-08,True,1,2,6710.96,paid,6374.59,0,
CM003141,CL001416,VH001793,,PR000086,,multi_vehicle_pileup,clear,2024-02-20,True,1,0,2771.75,paid,2755.24,0,
CM004164,CL003423,VH000852,,PR000075,,multi_vehicle_pileup,clear,2023-03-28,True,0,1,8815.24,paid,8621.25,0,
CM007648,CL002595,VH003099,PR000088,PR000209,,multi_vehicle_pileup,fog,2023-04-30,True,0,1,4618.46,under_review,,0,
CM003808,CL001087,VH001317,PR000236,PR000013,,multi_vehicle_pileup,clear,2023-06-09,True,0,0,2730.94,paid,2551.72,0,
CM008192,CL001958,VH000541,,PR000134,,sideswipe,clear,2023-03-15,True,0,1,5247.48,paid,4796.45,0,
CM005524,CL000174,VH001860,PR000198,PR000108,,parking_lot,clear,2025-07-21,True,0,3,1049.91,paid,950.1,0,
CM004155,CL000777,VH002952,,,,parking_lot,rain,2025-04-11,True,0,0,3231.33,paid,3092.47,0,
CM004173,CL002660,VH000439,PR000234,PR000041,,rear_end_collision,rain,2025-07-13,False,0,2,2708.76,paid,2618.98,0,
CM000797,CL002546,VH001505,PR000001,PR000218,,single_vehicle,fog,2024-12-16,True,1,1,2648.88,under_review,,0,
CM002417,CL003439,VH000752,,,,multi_vehicle_pileup,rain,2025-11-17,True,0,1,8749.44,paid,7875.62,0,
CM000786,CL003644,VH001639,PR000076,PR000161,,parking_lot,fog,2024-08-29,False,0,0,3388.92,paid,3293.02,0,
CM003159,CL000992,VH002986,,PR000180,,single_vehicle,clear,2024-12-19,True,1,1,4243.67,paid,3974.72,0,
CM000124,CL000285,VH003450,,PR000183,,single_vehicle,clear,2023-09-08,True,0,1,6323.4,paid,6016.02,0,
CM002173,CL003208,VH002778,PR000025,PR000181,PR000126,multi_vehicle_pileup,clear,2025-09-30,True,0,0,2128.5,denied,0.0,0,
CM007458,CL000597,VH001351,PR000231,PR000015,,rear_end_collision,clear,2025-05-25,True,1,0,4391.36,paid,4214.99,0,
CM008800,CL001455,VH001804,PR000106,PR000203,PR000230,single_vehicle,clear,2024-02-09,True,2,0,4837.09,under_review,,1,RING015
CM008287,CL000819,VH002170,PR000021,PR000029,,multi_vehicle_pileup,snow,2024-05-05,True,1,1,1624.68,paid,1557.27,0,
CM004341,CL003828,VH000593,,PR000087,PR000030,single_vehicle,fog,2025-05-19,True,1,0,5833.27,paid,5476.08,0,
CM000911,CL000995,VH000864,,PR000246,,sideswipe,clear,2025-11-02,True,0,3,5455.89,under_review,,0,
CM002310,CL003267,VH001088,,PR000241,,rear_end_collision,clear,2023-09-14,False,0,2,1699.1,paid,1535.35,0,
CM008614,CL000049,VH001445,PR000112,PR000060,PR000139,sideswipe,clear,2023-09-25,False,0,0,7063.01,paid,6764.97,1,RING007
CM003635,CL001662,VH002011,,PR000037,,single_vehicle,clear,2025-03-01,True,0,0,897.07,paid,828.15,0,
CM001258,CL001913,VH000640,PR000004,PR000178,,parking_lot,clear,2024-06-06,True,0,1,7332.91,under_review,,0,
CM004459,CL003450,VH001654,,PR000176,PR000061,multi_vehicle_pileup,snow,2025-10-01,True,0,1,3675.25,paid,3431.83,0,
CM001179,CL002701,VH000617,,PR000090,,sideswipe,snow,2025-05-18,True,0,0,1917.8,paid,1739.9,0,
CM004653,CL002229,VH000576,,PR000165,,single_vehicle,snow,2023-05-17,True,0,1,4197.06,paid,3987.74,0,
CM003651,CL001092,VH002846,PR000116,PR000172,,multi_vehicle_pileup,snow,2023-12-10,False,0,2,2309.97,paid,2193.48,0,
CM000443,CL001733,VH002396,,,,rear_end_collision,clear,2024-12-25,True,2,0,4504.05,paid,4327.49,0,
CM007372,CL002790,VH003014,,PR000124,,single_vehicle,clear,2024-02-18,True,1,0,14226.52,paid,13548.1,0,
CM001400,CL003360,VH003908,PR000152,PR000243,,multi_vehicle_pileup,fog,2024-01-02,False,1,1,3216.65,paid,2940.97,0,
CM001458,CL003384,VH002966,PR000049,PR000107,,single_vehicle,clear,2025-09-23,True,1,1,3287.93,paid,2967.61,0,
CM005936,CL003034,VH000356,PR000146,PR000097,PR000044,sideswipe,clear,2025-04-07,True,0,1,9520.8,paid,9517.43,0,
CM001055,CL003243,VH003937,PR000002,PR000204,,single_vehicle,clear,2025-01-23,True,0,0,1709.06,under_review,,0,
CM005365,CL002139,VH002042,PR000136,PR000150,PR000147,single_vehicle,fog,2023-06-16,True,0,3,3335.08,under_review,,0,
CM003276,CL000269,VH001306,,PR000110,,multi_vehicle_pileup,rain,2024-05-11,True,0,2,2273.6,paid,2264.65,0,
CM007374,CL000645,VH003933,PR000247,PR000176,,parking_lot,rain,2025-09-19,True,0,1,2352.57,paid,2119.48,0,
CM003700,CL000775,VH002153,PR000223,,,sideswipe,clear,2025-09-30,True,0,2,9453.07,paid,8554.09,0,
CM003760,CL001190,VH000400,PR000244,PR000108,,rear_end_collision,rain,2023-08-16,True,0,0,1052.32,paid,1006.51,0,
CM000930,CL001512,VH003789,,PR000060,,multi_vehicle_pileup,clear,2023-04-08,True,0,1,6222.01,paid,6080.93,0,
CM006818,CL000743,VH002455,PR000120,,,rear_end_collision,clear,2024-02-05,True,0,0,1701.72,paid,1572.95,0,
CM001830,CL002107,VH001145,PR000112,PR000111,,multi_vehicle_pileup,snow,2024-05-16,True,0,0,562.45,denied,0.0,0,
CM008128,CL001853,VH002870,,PR000209,,single_vehicle,clear,2024-09-17,True,0,1,3464.22,paid,3460.86,0,
CM005489,CL001680,VH000348,,PR000226,,multi_vehicle_pileup,rain,2023-03-25,True,0,0,4327.34,paid,4140.09,0,
CM004222,CL002515,VH003898,,PR000005,,rear_end_collision,fog,2025-09-07,True,0,3,7083.74,paid,6829.15,0,
CM003547,CL003562,VH000367,,,,single_vehicle,clear,2023-08-24,True,1,0,1329.68,paid,1229.65,0,
CM008284,CL003839,VH003810,,PR000083,,parking_lot,rain,2024-02-01,True,0,1,5886.8,paid,5731.98,0,
CM006404,CL001167,VH002300,,PR000115,,parking_lot,clear,2023-11-18,True,0,1,2341.69,paid,2186.14,0,
CM002012,CL001686,VH000439,PR000096,PR000018,,rear_end_collision,clear,2025-03-10,True,0,1,1876.54,paid,1704.35,0,
CM007291,CL000929,VH001573,,PR000083,PR000193,parking_lot,clear,2024-10-28,False,0,2,1554.03,denied,0.0,0,
CM006551,CL002113,VH002053,PR000249,PR000199,,single_vehicle,fog,2023-10-03,True,0,1,5384.66,paid,5283.3,0,
CM003220,CL001569,VH000050,PR000249,PR000029,,rear_end_collision,clear,2023-11-11,True,1,1,1842.39,paid,1689.72,0,
CM002607,CL000644,VH001948,PR000164,PR000131,,rear_end_collision,clear,2025-07-24,False,1,1,9268.77,paid,8698.07,0,
CM003265,CL001718,VH000077,PR000125,,,parking_lot,clear,2025-06-06,True,0,2,1176.95,paid,1085.29,0,
CM004929,CL001261,VH003667,PR000148,PR000032,PR000188,rear_end_collision,rain,2024-11-11,True,1,0,10135.03,under_review,,0,
CM007272,CL002285,VH002533,PR000039,PR000172,,sideswipe,fog,2023-11-20,True,0,0,1185.92,paid,1077.69,0,
CM006407,CL000177,VH000844,PR000196,PR000224,,single_vehicle,clear,2025-11-01,True,0,3,8420.6,paid,8415.05,0,
CM000007,CL001694,VH003262,,PR000203,,parking_lot,clear,2023-06-24,True,1,0,1359.69,paid,1322.45,0,
CM002981,CL000618,VH001643,PR000051,PR000099,,single_vehicle,clear,2023-04-13,False,0,0,3623.65,paid,3521.06,0,
CM003362,CL002531,VH003530,PR000112,PR000005,,parking_lot,clear,2024-08-14,True,0,0,1248.56,paid,1185.88,0,
CM004775,CL001150,VH003427,PR000192,PR000157,,rear_end_collision,rain,2024-09-18,False,0,0,5328.36,paid,5062.05,0,
CM001944,CL002914,VH000784,,PR000204,,sideswipe,snow,2023-07-23,True,0,1,595.25,paid,591.67,0,
CM005877,CL002904,VH000355,,PR000071,,parking_lot,snow,2025-12-13,True,0,0,3706.55,paid,3541.4,0,
CM001636,CL002243,VH002009,PR000144,PR000151,,sideswipe,clear,2023-12-02,True,1,0,4853.46,paid,4438.98,0,
CM008110,CL001582,VH000971,PR000001,PR000075,,sideswipe,fog,2025-12-18,True,0,1,10537.0,paid,10288.36,0,
CM007381,CL001308,VH003361,PR000222,PR000094,,rear_end_collision,fog,2024-08-31,False,0,1,3275.71,paid,2993.67,0,
CM006177,CL002021,VH003122,PR000248,,,sideswipe,clear,2023-06-10,True,1,1,3236.1,paid,3045.13,0,
CM002071,CL001007,VH001528,,PR000220,,multi_vehicle_pileup,clear,2023-05-15,True,0,1,3774.92,paid,3543.23,0,
CM003135,CL000348,VH002195,PR000219,PR000245,,multi_vehicle_pileup,rain,2023-09-24,True,1,1,4533.07,paid,4305.59,0,
CM005161,CL002857,VH003115,PR000034,PR000179,,rear_end_collision,clear,2023-03-05,True,0,0,1683.77,denied,0.0,0,
CM006130,CL002632,VH001207,,PR000169,,multi_vehicle_pileup,clear,2024-12-21,True,0,0,1126.26,paid,1039.49,0,
CM006607,CL003807,VH000288,PR000249,,,single_vehicle,snow,2023-08-10,True,0,0,1740.01,paid,1588.86,0,
CM002243,CL003300,VH002907,PR000066,PR000124,,rear_end_collision,rain,2023-01-31,False,0,0,2779.68,under_review,,0,
CM001475,CL001746,VH001270,PR000222,,,multi_vehicle_pileup,rain,2023-07-22,True,0,2,4927.6,paid,4701.53,0,
CM007138,CL003924,VH000866,PR000170,PR000028,,multi_vehicle_pileup,clear,2023-08-26,False,1,0,6445.55,paid,5834.99,0,
CM001890,CL001705,VH003489,,PR000131,,parking_lot,rain,2024-03-16,False,0,2,4708.38,paid,4279.6,0,
CM003436,CL001112,VH000125,PR000098,PR000084,,multi_vehicle_pileup,fog,2023-11-07,True,1,1,2226.09,paid,2090.53,0,
CM005999,CL001955,VH003882,PR000222,,,single_vehicle,clear,2025-08-13,True,0,1,9685.75,under_review,,0,
CM008758,CL003255,VH002586,PR000119,PR000197,PR000135,parking_lot,snow,2025-06-05,True,2,0,7325.49,partially_paid,4516.82,1,RING012
CM003706,CL003163,VH000593,,PR000176,,sideswipe,clear,2023-01-31,True,1,3,2306.98,paid,2269.5,0,
CM002022,CL001523,VH003582,,PR000037,,multi_vehicle_pileup,fog,2025-03-12,True,1,0,3436.96,paid,3100.78,0,
CM004021,CL000565,VH003273,,PR000083,,single_vehicle,snow,2023-05-18,True,1,0,3295.15,paid,3286.43,0,
CM007554,CL000373,VH001958,PR000051,PR000183,,parking_lot,snow,2024-01-29,False,0,2,4611.4,paid,4394.18,0,
CM007063,CL000102,VH002074,,PR000037,,parking_lot,clear,2023-05-20,True,0,0,3177.08,paid,3124.22,0,
CM007399,CL002497,VH000836,PR000106,PR000024,,rear_end_collision,rain,2023-07-22,True,0,0,1800.87,paid,1674.59,0,
CM002659,CL003875,VH001943,,PR000131,,rear_end_collision,fog,2025-02-24,True,0,1,4716.65,paid,4658.55,0,
CM001131,CL001380,VH001787,PR000238,,,single_vehicle,clear,2023-06-14,True,0,1,8276.0,paid,8148.2,0,
CM005809,CL003136,VH003895,PR000159,PR000172,,rear_end_collision,clear,2025-05-06,False,0,1,1716.26,under_review,,0,
CM001820,CL002292,VH000122,PR000195,PR000069,,sideswipe,clear,2023-08-25,True,0,2,2462.01,paid,2250.98,0,
CM005906,CL000779,VH001876,,PR000183,,single_vehicle,clear,2025-05-20,True,2,1,2031.32,under_review,,0,
CM004319,CL000363,VH001020,PR000106,PR000150,,single_vehicle,clear,2024-04-01,True,0,2,4608.59,paid,4354.69,0,
CM008566,CL002088,VH001977,PR000064,PR000000,,sideswipe,clear,2023-06-16,False,0,0,5055.11,partially_paid,2911.96,1,RING005
CM004145,CL002617,VH001795,,PR000011,,rear_end_collision,snow,2023-01-30,True,0,1,9414.17,paid,9403.75,0,
CM004670,CL000446,VH002167,PR000146,,,single_vehicle,clear,2025-04-17,True,0,1,8370.26,paid,7644.76,0,
CM001237,CL000719,VH003064,PR000248,PR000060,,rear_end_collision,clear,2024-04-09,True,0,0,3156.07,paid,3015.15,0,
CM008777,CL003804,VH002962,PR000156,PR000174,PR000122,single_vehicle,clear,2023-07-09,False,1,2,2961.0,paid,2710.85,1,RING014
CM001857,CL003920,VH002306,PR000114,PR000132,,rear_end_collision,clear,2025-05-04,True,0,3,2680.47,paid,2551.09,0,
CM002283,CL003171,VH002655,,PR000083,,rear_end_collision,clear,2024-06-06,True,0,0,813.04,paid,772.4,0,
CM008578,CL000761,VH001153,PR000064,PR000000,,single_vehicle,clear,2023-07-24,False,2,0,8770.45,paid,8497.05,1,RING005
CM008569,CL001091,VH002401,PR000064,PR000000,,sideswipe,snow,2023-07-07,False,1,0,8499.63,paid,8242.77,1,RING005
CM004094,CL000267,VH002305,PR000234,PR000151,,single_vehicle,clear,2023-11-05,True,0,0,3291.71,denied,0.0,0,
CM005588,CL003431,VH003890,PR000238,PR000009,,multi_vehicle_pileup,rain,2023-08-12,True,0,1,4689.8,paid,4235.37,0,
CM005201,CL001543,VH001102,,PR000225,,single_vehicle,clear,2024-01-12,True,0,0,5116.92,paid,5103.69,0,
CM008826,CL003751,VH003336,PR000198,PR000086,,sideswipe,clear,2024-08-18,False,1,0,3874.78,paid,3624.49,1,RING016
CM000387,CL002359,VH003242,,PR000224,,single_vehicle,clear,2025-06-04,True,0,1,7859.66,paid,7222.64,0,
CM001629,CL003337,VH001998,,,,rear_end_collision,clear,2024-12-16,False,1,2,3714.54,under_review,,0,
CM003586,CL000066,VH002762,PR000074,PR000134,PR000101,sideswipe,rain,2023-07-12,True,1,1,1455.93,paid,1354.47,0,
CM005850,CL001524,VH003435,,PR000134,,sideswipe,clear,2024-08-15,True,0,0,9185.18,paid,8316.21,0,
CM002715,CL003338,VH000428,PR000125,PR000052,,rear_end_collision,clear,2025-08-07,True,0,2,1890.4,under_review,,0,
CM005667,CL001804,VH003337,,PR000079,,sideswipe,clear,2025-07-14,True,0,2,977.44,denied,0.0,0,
CM006856,CL003801,VH001510,,PR000221,,rear_end_collision,snow,2023-08-04,True,0,1,2797.83,paid,2760.14,0,
CM008310,CL001448,VH002936,,PR000203,,sideswipe,fog,2024-06-10,True,1,2,2140.39,paid,2058.24,0,
CM003190,CL000593,VH000796,PR000074,PR000210,,multi_vehicle_pileup,clear,2024-12-31,True,0,0,2839.79,paid,2659.28,0,
CM008895,CL002609,VH002175,PR000235,PR000097,PR000130,sideswipe,clear,2023-02-09,False,1,0,2489.87,denied,0.0,1,RING019
CM004306,CL002091,VH002724,PR000031,PR000199,,parking_lot,fog,2025-07-04,True,0,0,767.87,paid,721.13,0,
CM000910,CL001559,VH003661,PR000019,PR000179,,sideswipe,rain,2024-04-16,True,0,1,611.06,under_review,,0,
CM005386,CL002791,VH002087,,,,parking_lot,clear,2023-01-22,True,2,1,1958.05,paid,1879.82,0,
CM008335,CL001608,VH002128,,,,multi_vehicle_pileup,clear,2024-12-08,True,0,0,2341.4,under_review,,0,
CM001867,CL000900,VH001145,PR000098,PR000071,,rear_end_collision,rain,2024-09-15,True,0,0,2112.73,paid,2071.73,0,
CM001843,CL000550,VH002205,PR000021,,,single_vehicle,clear,2024-02-07,True,0,3,5679.93,under_review,,0,
CM002498,CL001277,VH000312,PR000231,PR000123,,sideswipe,rain,2024-12-02,False,0,3,1413.4,denied,0.0,0,
CM007855,CL000177,VH002441,PR000234,,,rear_end_collision,clear,2024-02-27,False,0,2,3311.7,paid,3255.43,0,
CM006241,CL003565,VH002829,PR000127,PR000050,,rear_end_collision,clear,2023-09-05,True,0,0,3253.25,under_review,,0,
CM007154,CL001520,VH001950,PR000066,PR000000,,parking_lot,snow,2024-10-15,True,1,0,2640.89,paid,2565.81,0,
CM005055,CL002954,VH001993,PR000248,PR000062,,sideswipe,clear,2023-11-12,True,2,3,3912.56,paid,3799.49,0,
CM004007,CL002400,VH002700,,PR000058,PR000230,sideswipe,fog,2024-11-08,True,0,1,8560.38,paid,8537.15,0,
CM002703,CL003819,VH000549,,PR000207,,sideswipe,rain,2025-07-10,True,1,1,5560.29,denied,0.0,0,
CM007888,CL003926,VH002024,PR000214,PR000013,,sideswipe,fog,2024-01-22,False,0,0,4152.55,paid,3928.56,0,
CM000332,CL001519,VH002546,PR000096,,,sideswipe,clear,2023-02-10,True,1,2,3640.69,paid,3379.78,0,
CM007738,CL001619,VH002692,,PR000229,PR000126,multi_vehicle_pileup,clear,2025-05-31,True,0,1,1795.06,paid,1681.51,0,
CM007772,CL003631,VH003202,,PR000131,,single_vehicle,fog,2025-07-10,True,0,2,4913.39,paid,4686.96,0,
CM006434,CL000812,VH003219,PR000187,PR000032,PR000139,parking_lot,rain,2024-10-06,True,0,0,876.55,denied,0.0,0,
CM006310,CL002138,VH002132,PR000088,PR000069,PR000175,parking_lot,clear,2023-12-19,False,0,1,1126.39,denied,0.0,0,
CM002460,CL000955,VH003126,PR000106,PR000197,,rear_end_collision,clear,2023-09-02,True,0,1,1853.86,paid,1808.59,0,
CM001775,CL002427,VH000516,PR000136,PR000145,,rear_end_collision,rain,2025-07-23,False,1,1,3967.47,under_review,,0,
CM006000,CL001466,VH000524,,PR000131,,multi_vehicle_pileup,clear,2023-04-12,True,0,2,4667.04,paid,4361.0,0,
CM006591,CL000952,VH000319,PR000023,PR000009,,rear_end_collision,clear,2025-06-07,True,0,1,6911.84,under_review,,0,
CM002687,CL002665,VH002674,PR000072,PR000201,,multi_vehicle_pileup,clear,2025-03-07,False,1,2,2792.94,paid,2604.39,0,
CM008088,CL002189,VH002926,,PR000050,,multi_vehicle_pileup,snow,2024-09-06,True,0,0,1067.72,paid,995.33,0,
CM007797,CL001227,VH002599,PR000238,PR000107,,rear_end_collision,clear,2023-03-29,False,1,0,6461.62,denied,0.0,0,
CM008316,CL001667,VH003119,,PR000018,,rear_end_collision,rain,2025-08-06,False,0,2,7141.27,paid,6808.52,0,
CM006714,CL002102,VH000661,PR000004,PR000166,,rear_end_collision,rain,2023-07-25,False,0,4,4279.51,paid,4185.28,0,
CM007068,CL002565,VH001630,PR000127,PR000157,,sideswipe,rain,2024-08-25,False,0,0,3742.95,under_review,,0,
CM008470,CL002313,VH002785,PR000146,PR000105,,single_vehicle,clear,2024-02-17,True,1,1,7979.59,denied,0.0,1,RING001
CM008621,CL000711,VH003251,PR000046,PR000201,PR000230,sideswipe,clear,2024-12-31,False,0,1,6174.77,denied,0.0,1,RING008
CM006867,CL000922,VH001120,,PR000145,,single_vehicle,rain,2023-07-31,True,0,2,2811.88,paid,2616.15,0,
CM007234,CL002613,VH001386,PR000223,PR000067,PR000162,single_vehicle,snow,2023-06-16,True,0,0,4013.36,paid,3726.27,0,
CM000174,CL001241,VH000321,,PR000083,,multi_vehicle_pileup,clear,2023-03-10,True,0,2,2678.37,paid,2421.95,0,
CM006556,CL000970,VH000261,,PR000121,,parking_lot,clear,2024-09-28,False,0,0,2674.32,paid,2533.86,0,
CM004616,CL002326,VH001686,PR000248,,,rear_end_collision,clear,2023-11-06,True,0,0,595.18,under_review,,0,
CM003322,CL003901,VH002207,,PR000047,,multi_vehicle_pileup,clear,2023-08-12,False,0,1,1729.68,paid,1658.72,0,
CM006114,CL003130,VH000762,,PR000224,,multi_vehicle_pileup,clear,2025-11-03,True,1,1,3607.94,paid,3418.68,0,
CM003373,CL003740,VH003939,,PR000018,,parking_lot,fog,2023-07-17,True,0,0,7305.31,paid,7297.41,0,
CM003312,CL002211,VH002810,PR000017,PR000184,,sideswipe,clear,2025-03-27,True,1,1,2947.45,under_review,,0,
CM005764,CL000829,VH003706,,PR000094,,multi_vehicle_pileup,rain,2023-07-09,False,0,2,8978.22,paid,8697.96,0,
CM005992,CL003173,VH000481,,PR000015,PR000053,parking_lot,clear,2023-01-11,True,0,1,10196.45,paid,9619.62,0,
CM008783,CL000674,VH002962,PR000156,PR000174,PR000122,rear_end_collision,rain,2023-07-14,False,0,0,3101.45,paid,2889.56,1,RING014
CM007211,CL002468,VH001051,PR000167,PR000117,,rear_end_collision,clear,2025-08-14,True,0,2,6157.22,paid,5953.38,0,
CM004680,CL003434,VH002666,PR000021,,,single_vehicle,rain,2024-01-16,True,1,1,5708.38,paid,5653.38,0,
CM003404,CL003366,VH003617,,PR000224,,rear_end_collision,clear,2023-09-30,True,0,0,2745.21,paid,2616.91,0,
CM000019,CL003078,VH000534,PR000074,PR000180,PR000139,single_vehicle,snow,2025-05-03,True,0,0,1929.3,paid,1800.7,0,
CM003692,CL000301,VH000136,PR000234,PR000000,,rear_end_collision,clear,2024-04-03,True,0,1,5661.63,paid,5134.6,0,
CM007261,CL000531,VH001260,PR000033,PR000058,,sideswipe,clear,2025-01-15,True,0,0,988.4,paid,961.35,0,
CM004097,CL003392,VH001536,,PR000124,,parking_lot,clear,2024-01-02,True,0,0,4638.95,paid,4469.96,0,
