claim_id,claimant_id,vehicle_id,clinic_provider_id,repair_provider_id,attorney_provider_id,incident_type,weather_condition,claim_date,police_report_filed,injuries_count,witnesses_count,claim_amount,claim_status,payout_amount,is_fraud,fraud_ring_id,payout_ratio,claim_year,claim_month,claim_month_name,unpaid_amount
CM005042,CL001447,VH002293,PR000153,PR000092,,rear_end_collision,clear,2023-01-16,True,0,1,920.48,paid,878.86,0,,0.9547844602815923,2023,1,Jan,41.620000000000005
CM008453,CL002666,VH003716,PR000146,PR000105,,parking_lot,clear,2024-03-12,True,1,1,5988.21,paid,5563.49,1,RING001,0.9290739636719487,2024,3,Mar,424.72000000000025
CM002464,CL000670,VH002806,PR000231,PR000028,,sideswipe,clear,2024-03-12,False,0,2,7237.58,paid,7126.25,0,,0.984617786608231,2024,3,Mar,111.32999999999993
CM007081,CL001047,VH003771,PR000127,PR000062,,single_vehicle,clear,2023-10-07,False,1,0,2013.41,under_review,,0,,,2023,10,Oct,
CM001789,CL002809,VH001551,PR000033,PR000203,,multi_vehicle_pileup,fog,2023-01-12,True,0,0,1317.9,paid,1279.53,0,,0.9708854996585476,2023,1,Jan,38.37000000000012
CM008613,CL000820,VH003018,PR000112,PR000060,PR000139,single_vehicle,clear,2023-07-31,False,2,0,6797.13,paid,6743.76,1,RING007,0.9921481566484678,2023,7,Jul,53.36999999999989
CM004900,CL001617,VH002957,PR000004,PR000095,,single_vehicle,fog,2023-02-23,True,0,0,5843.23,paid,5785.36,0,,0.9900962310229103,2023,2,Feb,57.86999999999989
CM007952,CL000496,VH001006,,PR000157,,multi_vehicle_pileup,rain,2025-06-18,True,0,0,5537.97,paid,5022.76,0,,0.9069677156069823,2025,6,Jun,515.21
CM000193,CL002355,VH001304,PR000238,PR000209,,parking_lot,snow,2023-08-28,True,1,0,5195.94,paid,4690.21,0,,0.9026682371236004,2023,8,Aug,505.72999999999956
CM000821,CL000448,VH001766,PR000035,PR000037,,parking_lot,clear,2023-08-15,True,0,1,5182.87,paid,4954.72,0,,0.95597998792175,2023,8,Aug,228.14999999999964
CM004520,CL002402,VH002243,PR000114,PR000005,PR000100,rear_end_collision,clear,2023-04-28,True,0,1,1403.38,under_review,,0,,,2023,4,Apr,
CM005573,CL002151,VH002401,,PR000042,,rear_end_collision,clear,2024-01-18,True,0,2,6670.03,paid,6568.63,0,,0.9847976695756991,2024,1,Jan,101.39999999999964
CM004167,CL002710,VH002266,PR000167,PR000199,,sideswipe,clear,2023-12-01,False,0,4,2162.49,paid,2060.57,0,,0.9528691462157052,2023,12,Dec,101.91999999999962
CM002688,CL000570,VH000708,PR000214,PR000047,,parking_lot,clear,2024-10-26,True,0,1,2477.4,paid,2282.61,0,,0.9213732138532332,2024,10,Oct,194.78999999999996
CM005063,CL003592,VH003854,PR000104,PR000011,,multi_vehicle_pileup,rain,2025-12-15,True,1,2,6415.69,paid,6359.27,0,,0.9912059342019333,2025,12,Dec,56.41999999999916
CM005134,CL000566,VH002337,,,PR000030,single_vehicle,clear,2024-04-06,True,1,2,4332.0,paid,4037.67,0,,0.9320567867036011,2024,4,Apr,294.3299999999999
CM002608,CL002399,VH001577,PR000156,PR000143,PR000020,sideswipe,rain,2024-08-10,True,0,0,3274.51,paid,3060.63,0,,0.9346833572045894,2024,8,Aug,213.8800000000001
CM005889,CL003864,VH000595,,PR000069,,multi_vehicle_pileup,fog,2024-07-01,False,0,0,2113.29,under_review,,0,,,2024,7,Jul,
CM000239,CL002556,VH000562,,,,single_vehicle,clear,2024-06-17,True,1,0,3782.26,paid,3597.75,0,,0.9512169972450334,2024,6,Jun,184.51000000000022
CM004016,CL000211,VH001589,PR000043,PR000163,,multi_vehicle_pileup,clear,2024-05-12,True,1,2,3234.07,under_review,,0,,,2024,5,May,
CM008255,CL003547,VH000156,,PR000040,,parking_lot,clear,2024-05-08,True,0,0,832.05,denied,0.0,0,,0.0,2024,5,May,832.05
CM002978,CL001444,VH003932,,PR000028,,single_vehicle,rain,2024-07-10,True,2,0,4647.31,paid,4258.04,0,,0.9162375653872885,2024,7,Jul,389.27000000000044
CM006301,CL001690,VH003385,PR000001,PR000197,,rear_end_collision,clear,2024-08-16,True,0,1,8808.13,paid,8193.61,0,,0.9302326373475416,2024,8,Aug,614.5199999999986
CM006006,CL002588,VH002696,PR000043,PR000080,,sideswipe,clear,2025-01-27,True,0,1,3770.88,paid,3636.66,0,,0.9644061863543788,2025,1,Jan,134.22000000000025
CM000946,CL002902,VH003075,PR000073,PR000182,,single_vehicle,clear,2023-03-28,True,0,0,8453.05,denied,0.0,0,,0.0,2023,3,Mar,8453.05
CM006565,CL003822,VH002655,,,,multi_vehicle_pileup,clear,2025-03-04,True,2,0,965.6,paid,943.56,0,,0.9771748135874068,2025,3,Mar,22.040000000000077
CM006068,CL001376,VH003846,,PR000143,,rear_end_collision,clear,2023-01-22,True,1,0,1351.11,paid,1322.08,0,,0.9785139625937193,2023,1,Jan,29.029999999999973
CM005383,CL001510,VH003174,PR000033,PR000161,,single_vehicle,clear,2025-12-15,False,0,2,1796.59,paid,1694.71,0,,0.9432925709260321,2025,12,Dec,101.87999999999988
CM004582,CL003250,VH001362,,,,sideswipe,clear,2023-09-14,True,0,0,3733.35,paid,3549.09,0,,0.9506448631925751,2023,9,Sep,184.25999999999976
CM003553,CL002145,VH001297,PR000159,,,sideswipe,clear,2024-07-09,False,0,2,1722.01,under_review,,0,,,2024,7,Jul,
CM007909,CL000828,VH002675,PR000198,PR000242,,multi_vehicle_pileup,clear,2025-03-11,True,1,1,6544.5,under_review,,0,,,2025,3,Mar,
CM003361,CL002509,VH001307,PR000136,PR000050,,parking_lot,clear,2024-10-21,True,0,0,5307.3,paid,4851.56,0,,0.9141295950860137,2024,10,Oct,455.7399999999998
CM004395,CL003064,VH001560,,PR000220,,single_vehicle,clear,2025-10-03,False,0,2,2858.3,paid,2587.21,0,,0.9051569114508623,2025,10,Oct,271.09000000000015
CM002411,CL000922,VH001471,PR000247,PR000086,,sideswipe,clear,2024-01-29,True,0,0,2143.22,paid,2007.09,0,,0.9364834221405176,2024,1,Jan,136.12999999999988
CM006909,CL000621,VH003656,PR000010,PR000197,,multi_vehicle_pileup,snow,2024-02-24,True,0,1,1045.63,denied,0.0,0,,0.0,2024,2,Feb,1045.63
CM003983,CL003206,VH003945,PR000222,,PR000139,sideswipe,clear,2025-09-14,True,0,0,2313.16,paid,2177.87,0,,0.9415129087482059,2025,9,Sep,135.28999999999996
CM000147,CL002892,VH003963,,PR000143,,sideswipe,clear,2024-04-03,True,0,0,2537.69,paid,2479.07,0,,0.9769002518038059,2024,4,Apr,58.61999999999989
CM005261,CL001454,VH002569,,PR000209,,multi_vehicle_pileup,clear,2023-04-06,True,0,0,7902.58,paid,7196.33,0,,0.9106304523332887,2023,4,Apr,706.25
CM002295,CL000398,VH000362,,PR000138,,parking_lot,rain,2023-01-20,True,0,1,3801.21,paid,3495.77,0,,0.9196466388334241,2023,1,Jan,305.44000000000005
CM007073,CL001575,VH000027,PR000125,PR000115,,rear_end_collision,fog,2023-01-08,True,0,0,514.11,paid,466.1,0,,0.90661531578845,2023,1,Jan,48.00999999999999
CM003612,CL002868,VH003897,PR000008,PR000067,,sideswipe,snow,2024-08-06,True,0,3,5220.46,paid,4981.46,0,,0.9542185937637679,2024,8,Aug,239.0
CM001737,CL000558,VH001182,PR000104,,,rear_end_collision,clear,2024-01-24,True,0,0,4783.73,paid,4781.25,0,,0.9994815760922963,2024,1,Jan,2.4799999999995634
CM006050,CL001519,VH003780,PR000059,,,rear_end_collision,clear,2023-11-11,False,0,0,3575.81,denied,0.0,0,,0.0,2023,11,Nov,3575.81
CM000115,CL002268,VH002984,,PR000202,PR000215,rear_end_collision,clear,2024-05-25,False,0,2,774.68,paid,739.34,0,,0.9543811638353902,2024,5,May,35.33999999999992
CM007597,CL003083,VH000485,,PR000055,PR000175,parking_lot,clear,2025-11-16,True,1,0,5920.96,paid,5541.85,0,,0.9359715316435173,2025,11,Nov,379.1099999999997
CM006752,CL003380,VH003928,,,,parking_lot,fog,2025-06-10,True,1,0,304.73,paid,280.12,0,,0.9192399829357135,2025,6,Jun,24.610000000000014
CM000499,CL002090,VH000374,PR000096,PR000137,,sideswipe,rain,2023-06-23,False,0,1,4651.18,paid,4201.45,0,,0.9033084077588912,2023,6,Jun,449.7300000000005
CM000721,CL001601,VH001955,,PR000182,,single_vehicle,clear,2025-09-17,True,0,0,3832.74,paid,3728.62,0,,0.9728340560538936,2025,9,Sep,104.11999999999989
CM003090,CL003097,VH000463,PR000149,PR000137,,parking_lot,rain,2025-07-21,False,0,1,5980.02,paid,5661.26,0,,0.9466958304487275,2025,7,Jul,318.7600000000002
CM005713,CL001395,VH001941,PR000239,PR000121,PR000237,parking_lot,clear,2024-07-29,True,1,0,2426.67,under_review,,0,,,2024,7,Jul,
CM005772,CL001164,VH001632,PR000116,PR000209,,parking_lot,rain,2025-09-24,True,0,0,4048.26,paid,3964.72,0,,0.9793639736578184,2025,9,Sep,83.54000000000042
CM000597,CL001279,VH001718,PR000082,PR000013,,parking_lot,clear,2025-12-31,True,1,0,6422.86,paid,6158.75,0,,0.9588796891104586,2025,12,Dec,264.1099999999997
CM007996,CL002486,VH000448,PR000195,,,single_vehicle,rain,2023-01-19,False,0,1,2255.92,paid,2190.12,0,,0.9708322990176956,2023,1,Jan,65.80000000000018
CM004824,CL001833,VH001573,PR000081,PR000124,PR000044,multi_vehicle_pileup,clear,2023-06-12,True,0,1,1775.06,under_review,,0,,,2023,6,Jun,
CM001648,CL003993,VH003308,PR000074,PR000191,,parking_lot,clear,2025-07-26,True,0,1,2818.51,paid,2772.43,0,,0.9836509361329212,2025,7,Jul,46.08000000000038
CM007631,CL002922,VH001171,PR000217,PR000172,,sideswipe,clear,2024-12-31,True,0,1,2880.72,paid,2782.56,0,,0.9659251853703241,2024,12,Dec,98.15999999999985
CM002701,CL001575,VH001175,PR000036,PR000183,,rear_end_collision,clear,2025-09-23,False,0,1,2564.68,paid,2349.47,0,,0.9160869972082287,2025,9,Sep,215.21000000000004
CM005859,CL002159,VH001760,PR000222,PR000243,,multi_vehicle_pileup,clear,2024-06-17,True,0,0,7558.59,under_review,,0,,,2024,6,Jun,
CM001701,CL002707,VH003271,PR000189,PR000124,,rear_end_collision,clear,2025-08-13,True,0,3,6115.92,paid,5878.71,0,,0.9612143389710788,2025,8,Aug,237.21000000000004
CM007736,CL002139,VH001145,,PR000160,,parking_lot,clear,2023-07-04,True,0,0,5434.6,under_review,,0,,,2023,7,Jul,
CM005707,CL001552,VH003289,,PR000069,,rear_end_collision,rain,2024-05-28,True,0,0,3735.17,paid,3631.66,0,,0.9722877405847659,2024,5,May,103.51000000000022
CM004687,CL000859,VH002340,,PR000086,PR000141,multi_vehicle_pileup,clear,2023-12-25,True,0,1,2233.16,under_review,,0,,,2023,12,Dec,
CM002943,CL000789,VH000259,,PR000137,PR000147,rear_end_collision,rain,2024-01-24,True,0,2,7492.61,paid,7388.05,0,,0.9860449162574858,2024,1,Jan,104.55999999999949
CM004986,CL000525,VH000726,,PR000015,,rear_end_collision,clear,2024-12-07,True,0,1,4255.52,paid,3849.37,0,,0.9045592548031731,2024,12,Dec,406.15000000000055
CM000087,CL001985,VH001472,,PR000160,,rear_end_collision,snow,2024-05-18,True,0,0,2791.53,paid,2766.39,0,,0.9909941859840301,2024,5,May,25.140000000000327
CM002309,CL001178,VH003087,PR000198,PR000209,,rear_end_collision,clear,2023-07-15,True,1,1,6058.47,paid,5623.89,0,,0.9282690184155405,2023,7,Jul,434.5799999999999
CM002678,CL002440,VH000290,PR000031,PR000015,,parking_lot,rain,2025-12-30,True,0,2,1361.86,paid,1227.09,0,,0.9010397544534681,2025,12,Dec,134.76999999999998
CM007259,CL001063,VH001199,,,,multi_vehicle_pileup,rain,2023-04-17,False,0,0,4740.64,paid,4727.62,0,,0.9972535353876268,2023,4,Apr,13.020000000000437
CM008092,CL001571,VH002541,PR000085,,,multi_vehicle_pileup,rain,2025-04-13,True,0,2,1991.96,paid,1981.47,0,,0.9947338299965863,2025,4,Apr,10.490000000000009
CM002595,CL001612,VH003949,PR000074,PR000000,PR000044,single_vehicle,rain,2024-01-02,True,1,2,1269.95,paid,1234.41,0,,0.9720146462459153,2024,1,Jan,35.539999999999964
CM005488,CL002758,VH003294,,PR000166,,single_vehicle,clear,2024-07-12,True,1,2,3405.32,paid,3316.8,0,,0.974005379817462,2024,7,Jul,88.51999999999998
CM001030,CL001572,VH001804,PR000196,PR000055,,multi_vehicle_pileup,clear,2023-06-07,True,1,0,3211.36,paid,2925.49,0,,0.9109816401773703,2023,6,Jun,285.87000000000035
CM000137,CL000315,VH001179,,PR000180,,rear_end_collision,clear,2025-05-22,True,0,0,442.22,under_review,,0,,,2025,5,May,
CM005405,CL001203,VH001534,,PR000105,,sideswipe,clear,2024-02-19,True,1,0,3511.61,paid,3357.99,0,,0.9562536842075287,2024,2,Feb,153.62000000000035
CM004863,CL003430,VH003362,,PR000107,,sideswipe,clear,2024-12-07,True,2,1,4104.97,paid,3920.61,0,,0.9550885877363293,2024,12,Dec,184.36000000000013
CM007580,CL002234,VH001892,,PR000005,PR000232,sideswipe,snow,2025-02-16,True,1,1,4373.01,paid,4015.71,0,,0.9182942641338574,2025,2,Feb,357.3000000000002
CM001201,CL002841,VH001789,,PR000210,,rear_end_collision,snow,2024-05-13,True,0,1,2739.01,under_review,,0,,,2024,5,May,
CM008488,CL001749,VH000539,PR000019,PR000071,PR000102,single_vehicle,clear,2024-05-27,False,1,0,2674.86,denied,0.0,1,RING003,0.0,2024,5,May,2674.86
CM005216,CL001915,VH003497,,PR000179,PR000139,rear_end_collision,fog,2024-12-16,True,1,1,833.09,paid,762.35,0,,0.9150872054639955,2024,12,Dec,70.74000000000001
CM000567,CL001632,VH000921,PR000170,PR000071,,parking_lot,rain,2025-08-02,True,0,1,5329.79,under_review,,0,,,2025,8,Aug,
CM005744,CL003629,VH000233,PR000049,PR000055,,multi_vehicle_pileup,rain,2025-09-15,True,0,1,1759.06,paid,1685.22,0,,0.9580230350300729,2025,9,Sep,73.83999999999992
CM003928,CL001111,VH001258,PR000189,PR000099,,rear_end_collision,clear,2023-09-08,True,1,0,2723.69,paid,2564.09,0,,0.9414030231046853,2023,9,Sep,159.5999999999999
CM005242,CL002456,VH001023,,PR000242,,rear_end_collision,rain,2025-06-10,True,0,1,3111.29,paid,2902.05,0,,0.9327481526955058,2025,6,Jun,209.23999999999978
CM005995,CL000863,VH001304,PR000238,,,multi_vehicle_pileup,clear,2024-07-10,True,0,0,8094.73,paid,7779.22,0,,0.961022788900927,2024,7,Jul,315.5099999999993
CM006286,CL003302,VH001712,,,,rear_end_collision,clear,2024-02-01,True,0,1,2935.79,paid,2666.04,0,,0.9081167249701103,2024,2,Feb,269.75
CM005198,CL002642,VH002025,,PR000128,PR000213,parking_lot,rain,2025-12-03,True,0,1,2689.12,paid,2486.3,0,,0.9245775569703101,2025,12,Dec,202.8199999999997
CM006092,CL003552,VH000997,,PR000180,PR000230,parking_lot,clear,2025-10-07,True,0,1,2543.67,paid,2540.4,0,,0.9987144558846077,2025,10,Oct,3.269999999999982
CM008417,CL001980,VH000907,PR000114,PR000013,PR000030,multi_vehicle_pileup,clear,2024-04-06,False,1,0,7539.63,denied,0.0,1,RING000,0.0,2024,4,Apr,7539.63
CM002331,CL003540,VH002099,PR000064,,,parking_lot,clear,2024-06-05,False,1,2,1818.48,paid,1746.37,0,,0.960346003255466,2024,6,Jun,72.11000000000013
CM003516,CL002992,VH000463,PR000190,PR000062,,rear_end_collision,clear,2023-08-06,True,0,1,7375.76,paid,6990.82,0,,0.947810123973665,2023,8,Aug,384.9400000000005
CM002188,CL001095,VH000708,PR000043,,,rear_end_collision,fog,2024-08-03,True,0,1,1965.48,paid,1895.98,0,,0.9646396808921993,2024,8,Aug,69.5
CM000196,CL000350,VH002855,,,,parking_lot,clear,2025-01-07,True,0,1,7936.26,paid,7313.25,0,,0.9214982876065048,2025,1,Jan,623.0100000000002
CM007647,CL001619,VH001198,PR000048,PR000210,,single_vehicle,rain,2024-01-11,True,0,0,543.2,paid,491.75,0,,0.9052835051546391,2024,1,Jan,51.450000000000045
CM000803,CL001509,VH003386,PR000214,PR000009,,sideswipe,rain,2024-09-11,True,0,0,5364.34,paid,4961.89,0,,0.9249767911802758,2024,9,Sep,402.4499999999998
CM005380,CL000775,VH001564,PR000190,PR000069,,parking_lot,rain,2023-08-25,False,0,0,4385.17,paid,4165.64,0,,0.9499380867788478,2023,8,Aug,219.52999999999975
CM006232,CL001475,VH000645,PR000103,PR000011,,sideswipe,clear,2023-06-28,False,1,1,3183.76,paid,3065.35,0,,0.9628081262406714,2023,6,Jun,118.41000000000031
CM002069,CL001921,VH002078,PR000227,PR000045,,rear_end_collision,rain,2025-03-28,True,0,0,5538.94,paid,5460.45,0,,0.9858294186252243,2025,3,Mar,78.48999999999978
CM004756,CL001692,VH003853,PR000219,PR000123,,single_vehicle,clear,2024-07-26,True,0,1,1825.78,paid,1784.61,0,,0.9774507333851833,2024,7,Jul,41.17000000000007
CM008347,CL000272,VH002722,,PR000191,,parking_lot,clear,2024-06-17,True,0,0,1798.07,denied,0.0,0,,0.0,2024,6,Jun,1798.07
CM000645,CL000549,VH000265,,PR000097,,parking_lot,rain,2025-05-09,True,0,1,3559.84,paid,3452.12,0,,0.9697402130432827,2025,5,May,107.72000000000025
CM008359,CL003606,VH002172,,PR000131,PR000175,parking_lot,clear,2023-06-23,True,0,0,4438.93,paid,4379.98,0,,0.986719772557801,2023,6,Jun,58.95000000000073
CM006697,CL001978,VH000162,,PR000180,,sideswipe,snow,2023-12-11,True,0,2,1017.85,paid,949.28,0,,0.9326325097018224,2023,12,Dec,68.57000000000005
CM000121,CL002404,VH001925,PR000004,,,single_vehicle,clear,2025-02-18,True,0,5,6561.69,paid,6155.71,0,,0.938128744271674,2025,2,Feb,405.97999999999956
CM002982,CL001497,VH002936,,PR000040,,sideswipe,fog,2025-10-22,True,1,2,4223.79,paid,4002.92,0,,0.9477081010182798,2025,10,Oct,220.8699999999999
CM003075,CL002405,VH002455,PR000077,PR000184,,single_vehicle,clear,2025-12-30,True,1,3,10040.93,paid,9225.43,0,,0.9187824235404489,2025,12,Dec,815.5
CM007713,CL001383,VH001280,PR000004,PR000194,,sideswipe,snow,2025-02-19,True,0,0,2253.35,paid,2070.77,0,,0.9189739720860053,2025,2,Feb,182.57999999999993
CM003279,CL003348,VH001455,,PR000108,,multi_vehicle_pileup,rain,2024-09-15,True,0,2,2846.76,paid,2697.49,0,,0.9475649510320503,2024,9,Sep,149.27000000000044
CM002136,CL002955,VH001505,,PR000243,,parking_lot,rain,2025-11-25,True,0,0,3617.17,paid,3443.46,0,,0.9519762687404795,2025,11,Nov,173.71000000000004
CM004902,CL000706,VH001081,,PR000028,,sideswipe,clear,2023-11-26,True,0,2,2081.56,paid,2061.54,0,,0.990382213339995,2023,11,Nov,20.019999999999982
CM000135,CL000087,VH002312,PR000195,PR000178,,parking_lot,clear,2024-11-01,True,0,0,1282.41,paid,1219.34,0,,0.9508191607988083,2024,11,Nov,63.070000000000164
CM006109,CL003624,VH001943,PR000171,PR000062,,single_vehicle,rain,2023-12-04,True,0,2,2618.57,paid,2370.5,0,,0.9052650874332173,2023,12,Dec,248.07000000000016
CM008599,CL002231,VH002626,PR000112,PR000060,PR000139,rear_end_collision,clear,2023-08-29,False,0,0,8490.74,paid,8325.97,1,RING007,0.9805941531597953,2023,8,Aug,164.77000000000044
CM002560,CL003783,VH001233,PR000063,,,multi_vehicle_pileup,rain,2025-08-26,True,0,1,5583.42,paid,5478.86,0,,0.981273126506693,2025,8,Aug,104.5600000000004
CM000063,CL001333,VH001033,,PR000109,PR000126,single_vehicle,fog,2024-06-18,True,0,0,1379.22,under_review,,0,,,2024,6,Jun,
CM001359,CL003450,VH000882,,PR000220,,parking_lot,rain,2024-12-09,False,0,0,1903.6,paid,1885.22,0,,0.9903446102122295,2024,12,Dec,18.37999999999988
CM004602,CL003785,VH000315,PR000168,PR000115,,sideswipe,clear,2024-02-23,True,1,2,2668.37,paid,2645.71,0,,0.9915079243133449,2024,2,Feb,22.659999999999854
CM002468,CL001417,VH002254,PR000077,PR000180,,sideswipe,fog,2025-12-17,True,0,1,1327.9,paid,1235.4,0,,0.9303411401460954,2025,12,Dec,92.5
CM000680,CL001030,VH000634,PR000085,,,rear_end_collision,clear,2025-01-27,False,1,1,3910.45,paid,3846.04,0,,0.9835287498881203,2025,1,Jan,64.40999999999985
CM005376,CL001754,VH000183,,,,sideswipe,rain,2025-02-09,False,0,1,5218.61,paid,4961.72,0,,0.9507742483151644,2025,2,Feb,256.8899999999994
CM000742,CL003146,VH002768,PR000059,PR000242,,single_vehicle,rain,2025-06-22,True,0,0,4568.41,under_review,,0,,,2025,6,Jun,
CM003642,CL000823,VH002302,PR000104,PR000173,,rear_end_collision,clear,2025-10-13,True,0,1,975.25,paid,905.68,0,,0.928664445014099,2025,10,Oct,69.57000000000005
CM006588,CL002625,VH001937,,,,single_vehicle,clear,2025-04-17,True,0,0,2040.26,paid,2018.05,0,,0.9891141325125229,2025,4,Apr,22.210000000000036
CM006415,CL003518,VH000969,,PR000028,,rear_end_collision,clear,2025-09-22,True,0,0,3152.6,paid,3127.3,0,,0.9919748778785765,2025,9,Sep,25.299999999999727
CM003259,CL003902,VH002848,,PR000041,,parking_lot,clear,2023-05-23,True,0,1,2775.48,paid,2509.95,0,,0.9043300618271434,2023,5,May,265.5300000000002
CM001874,CL001842,VH000626,PR000244,PR000166,,sideswipe,fog,2025-01-26,True,0,0,3555.24,paid,3322.95,0,,0.9346626388091943,2025,1,Jan,232.28999999999996
CM002597,CL003779,VH002184,PR000023,PR000009,,parking_lot,clear,2025-05-26,False,0,2,8208.29,paid,7999.77,0,,0.9745964141130491,2025,5,May,208.52000000000044
CM001718,CL003806,VH001728,PR000096,PR000028,,rear_end_collision,clear,2023-05-15,False,0,1,4538.83,under_review,,0,,,2023,5,May,
CM008251,CL001022,VH002157,,PR000040,,sideswipe,clear,2023-04-19,True,0,1,1130.78,paid,1046.85,0,,0.9257768973628822,2023,4,Apr,83.93000000000006
CM002844,CL002618,VH000409,PR000238,PR000067,,multi_vehicle_pileup,clear,2023-03-03,False,0,0,917.56,paid,881.04,0,,0.9601987880901521,2023,3,Mar,36.51999999999998
CM008057,CL002805,VH000270,PR000198,PR000110,,sideswipe,clear,2024-04-27,False,0,0,1970.93,under_review,,0,,,2024,4,Apr,
CM007225,CL000298,VH000594,PR000051,PR000012,,parking_lot,clear,2023-06-25,True,1,0,4575.4,paid,4170.44,0,,0.9114918914193294,2023,6,Jun,404.96000000000004
CM006423,CL000135,VH003587,PR000118,,,parking_lot,clear,2024-11-23,True,0,0,4863.64,paid,4436.13,0,,0.9121008133825694,2024,11,Nov,427.5100000000002
CM000490,CL002952,VH001794,,PR000203,PR000061,sideswipe,clear,2025-04-21,True,1,3,1289.65,paid,1259.57,0,,0.9766758422827898,2025,4,Apr,30.080000000000155
CM000494,CL002408,VH001503,,PR000191,,rear_end_collision,clear,2024-08-18,False,0,0,6619.03,paid,6264.75,0,,0.9464755409780587,2024,8,Aug,354.27999999999975
CM000691,CL001647,VH002328,,PR000015,,sideswipe,clear,2024-09-10,False,1,1,3474.0,paid,3146.65,0,,0.9057714450201497,2024,9,Sep,327.3499999999999
CM003822,CL002177,VH001303,PR000235,PR000028,,single_vehicle,clear,2024-09-25,True,0,1,10613.66,paid,9588.84,0,,0.9034432985416906,2024,9,Sep,1024.8199999999997
CM000603,CL001317,VH003745,,,,parking_lot,clear,2025-02-27,False,1,3,3357.72,paid,3188.99,0,,0.9497486389573877,2025,2,Feb,168.73000000000002
CM001912,CL001602,VH002818,,PR000176,,multi_vehicle_pileup,fog,2024-07-26,True,0,1,1327.66,paid,1312.56,0,,0.988626606209421,2024,7,Jul,15.100000000000136
CM006631,CL001559,VH001489,PR000043,PR000047,,rear_end_collision,rain,2025-01-30,True,0,0,2963.75,paid,2675.71,0,,0.902812315478701,2025,1,Jan,288.03999999999996
CM007926,CL001428,VH001003,PR000167,PR000060,,multi_vehicle_pileup,clear,2025-07-11,True,0,1,2693.66,under_review,,0,,,2025,7,Jul,
CM006830,CL001694,VH003499,PR000236,PR000052,,rear_end_collision,fog,2023-11-27,True,0,1,1792.93,paid,1630.37,0,,0.9093327681504575,2023,11,Nov,162.56000000000017
CM004773,CL000538,VH001190,PR000231,PR000011,,multi_vehicle_pileup,fog,2023-08-10,True,0,2,5108.08,paid,4871.29,0,,0.9536440306338194,2023,8,Aug,236.78999999999996
CM003758,CL000959,VH000328,,,,sideswipe,clear,2024-06-28,False,0,0,3071.2,paid,3028.29,0,,0.9860282625683773,2024,6,Jun,42.909999999999854
CM002367,CL001274,VH000454,PR000063,PR000090,,parking_lot,fog,2025-07-04,True,1,1,2039.48,paid,1846.49,0,,0.9053729381999334,2025,7,Jul,192.99
CM004371,CL003699,VH003342,,PR000058,,multi_vehicle_pileup,clear,2024-02-18,False,0,1,1683.86,paid,1523.51,0,,0.9047723682491419,2024,2,Feb,160.3499999999999
CM005448,CL003627,VH000484,PR000153,PR000097,PR000175,parking_lot,clear,2023-01-13,True,3,1,2963.4,under_review,,0,,,2023,1,Jan,
CM005548,CL000571,VH000460,PR000088,,,parking_lot,snow,2023-09-04,True,0,0,4968.12,paid,4750.67,0,,0.9562309283994751,2023,9,Sep,217.44999999999982
CM001362,CL000340,VH003977,PR000082,PR000221,,single_vehicle,clear,2023-09-01,True,0,1,1469.86,paid,1384.0,0,,0.9415862735226485,2023,9,Sep,85.8599999999999
CM004731,CL001145,VH002087,,PR000150,,multi_vehicle_pileup,rain,2025-01-26,True,0,0,3073.99,paid,2845.71,0,,0.9257382099486337,2025,1,Jan,228.27999999999975
CM001527,CL001459,VH000529,PR000048,PR000012,,rear_end_collision,rain,2023-12-29,False,1,0,6858.17,paid,6631.04,0,,0.9668818358250088,2023,12,Dec,227.1300000000001
CM006719,CL002452,VH002217,PR000010,,,single_vehicle,clear,2023-04-24,False,0,0,1831.97,under_review,,0,,,2023,4,Apr,
CM007171,CL000872,VH001416,,PR000165,,rear_end_collision,clear,2024-07-28,True,1,1,4223.18,paid,3956.36,0,,0.9368201213303718,2024,7,Jul,266.82000000000016
CM005686,CL001851,VH002236,,PR000086,,rear_end_collision,clear,2025-06-28,True,0,0,7974.94,paid,7630.38,0,,0.9567946592701638,2025,6,Jun,344.5599999999995
CM001552,CL003827,VH000770,,PR000157,,single_vehicle,clear,2024-01-26,True,1,0,9387.11,paid,8541.44,0,,0.9099115702276845,2024,1,Jan,845.6700000000001
CM006627,CL000618,VH001121,PR000021,PR000041,,parking_lot,clear,2024-12-03,True,0,1,6458.96,paid,6099.49,0,,0.9443455293112203,2024,12,Dec,359.47000000000025
CM008643,CL000682,VH000521,PR000046,PR000201,PR000230,rear_end_collision,fog,2025-01-04,False,0,0,4505.49,paid,4129.55,1,RING008,0.9165595750961606,2025,1,Jan,375.9399999999996
CM001338,CL003592,VH003813,PR000070,PR000097,,parking_lot,clear,2025-12-29,True,1,0,6685.71,paid,6412.9,0,,0.9591950593130721,2025,12,Dec,272.8100000000004
CM003902,CL003824,VH002043,,PR000143,,single_vehicle,rain,2024-10-29,False,0,0,1835.42,paid,1716.53,0,,0.9352246352333525,2024,10,Oct,118.8900000000001
CM003011,CL002462,VH000350,PR000049,PR000183,,multi_vehicle_pileup,clear,2025-02-26,True,0,0,2424.89,paid,2306.02,0,,0.9509792196759441,2025,2,Feb,118.86999999999989
