vehicle_id,make,model,model_year,vehicle_type,fuel_type,market_value,vin_hash
VH001903,Kia,Sportage,2014,suv,gasoline,5273.32,GY86201204uC646128
VH001904,Hyundai,Santa Fe,2021,suv,gasoline,15509.53,GA23527316Lj281031
VH001905,Nissan,Rogue,2012,suv,electric,4383.22,Bj95845589pA595119
VH001906,Hyundai,Accent,2016,sedan,gasoline,4757.79,py95966953Up233674
VH001907,Hyundai,Tucson,2019,suv,gasoline,10035.96,Uu41987482bE319670
VH001908,Hyundai,Tucson,2015,suv,hybrid,6111.73,xI87126593sG619861
VH001909,Chevrolet,Tahoe,2014,suv,gasoline,10351.42,qY15851234kX370284
VH001910,Honda,Pilot,2010,suv,gasoline,4801.33,an65599312GS182786
VH001911,Hyundai,Tucson,2016,suv,hybrid,6152.86,vH92293484eH955691
VH001912,Chevrolet,Cruze,2014,sedan,gasoline,4156.94,Si06924064Jk676234
VH001913,Ford,Explorer,2020,suv,gasoline,19383.68,kX14050844CD852202
VH001914,Hyundai,Sonata,2020,sedan,hybrid,10470.67,Nl74189961hG079182
VH001915,Toyota,Highlander,2019,suv,hybrid,16158.48,Gt34382250oB976798
VH001916,Ford,F-150,2013,truck,gasoline,6931.6,Jb55099618OZ918269
VH001917,Hyundai,Elantra,2009,sedan,hybrid,2640.0,ul08098599OM025988
VH001918,Ford,F-150,2021,truck,gasoline,21194.87,be16507475xt237340
VH001919,Hyundai,Santa Fe,2017,suv,gasoline,8867.36,wo48750164Aq044562
VH001920,Nissan,Rogue,2024,suv,gasoline,20001.88,RP23018924vo485385
VH001921,Chevrolet,Silverado,2011,truck,gasoline,5268.16,SA68934697jq865316
VH001922,Ford,Focus,2017,sedan,gasoline,5114.12,os69455150NL057906
VH001923,Nissan,Pathfinder,2019,suv,gasoline,11816.94,Mo79030771xP309878
VH001924,Ford,Explorer,2013,suv,electric,7142.36,qc89212848cz694447
VH001925,Chevrolet,Equinox,2009,suv,gasoline,3480.0,vX75615135ej016747
VH001926,Chevrolet,Malibu,2011,sedan,gasoline,3671.49,Al74530695kS048625
VH001927,Honda,Accord,2014,sedan,gasoline,6194.12,yT42157671NW051538
VH001928,Nissan,Rogue,2009,suv,gasoline,3480.0,ZL51475283Sa359658
VH001929,Ford,Mustang,2020,sedan,gasoline,15253.94,Vo30496451CE986436
VH001930,Kia,Forte,2012,sedan,gasoline,2807.86,dY84137799bN078969
VH001931,Toyota,Tacoma,2019,truck,gasoline,12771.48,LD10891427fI574944
VH001932,Ford,F-150,2008,truck,hybrid,5040.0,IW10393530WN034872
VH001933,Toyota,RAV4,2016,suv,gasoline,7318.47,Kv88007730wg420619
VH001934,Ford,Explorer,2023,suv,gasoline,25586.93,gH97108844Gq377145
VH001935,Hyundai,Accent,2019,sedan,gasoline,8059.27,JO47643234ir814369
VH001936,Toyota,RAV4,2020,suv,electric,14882.78,Ng76536311zb061130
VH001937,BMW,7 Series,2010,sedan,electric,10560.0,BU65037921rY613623
VH001938,Honda,Accord,2008,sedan,hybrid,3480.0,Xn53242627pg514566
VH001939,Chevrolet,Malibu,2021,sedan,gasoline,13268.02,xA49420984Cv764895
VH001940,Kia,Optima,2013,sedan,gasoline,4165.4,gD26470256gB088936
VH001941,Honda,Civic,2018,sedan,gasoline,9005.3,Mo56766652yK850355
VH001942,Nissan,Sentra,2016,sedan,gasoline,5696.26,Je35898029tK662816
VH001943,Hyundai,Santa Fe,2017,suv,gasoline,8507.98,vm35670079Vd312884
VH001944,Chevrolet,Cruze,2021,sedan,gasoline,8732.93,dP84218888pr213298
VH001945,Kia,Forte,2012,sedan,hybrid,3086.62,Jy18428363Ql499435
VH001946,Kia,Soul,2013,suv,gasoline,3494.09,nf19775880lg448332
VH001947,Ford,Focus,2021,sedan,gasoline,10426.91,Ua37475031Gi464387
VH001948,Ford,F-150,2019,truck,gasoline,15641.95,fJ13728182nr715840
VH001949,Ford,F-150,2013,truck,gasoline,6658.1,UA19509006Du608792
VH001950,Honda,Accord,2014,sedan,gasoline,5114.93,Pa93249711YC625470
VH001951,Chevrolet,Silverado,2022,truck,gasoline,22250.69,fV57127864Qk185552
VH001952,Nissan,Frontier,2016,truck,gasoline,7437.56,QU16698624QQ788021
VH001953,Toyota,Tacoma,2015,truck,gasoline,7884.58,Wm56190215AM936424
VH001954,Honda,Odyssey,2008,minivan,gasoline,4440.0,Sw20456397vh486323
VH001955,Kia,Sportage,2021,suv,hybrid,15501.18,Sk48211264Tr685170
VH001956,Ford,Escape,2020,suv,gasoline,11776.91,NI64061284gd249418
VH001957,Honda,Odyssey,2012,minivan,hybrid,4985.52,Zm09514040Yq028132
VH001958,Toyota,Tacoma,2021,truck,gasoline,15885.84,BK62615475rZ931497
VH001959,Chevrolet,Malibu,2018,sedan,gasoline,7282.15,Tt67082731RQ387185
VH001960,Chevrolet,Silverado,2012,truck,gasoline,5015.57,gV31433022SD713172
VH001961,Ford,Escape,2014,suv,gasoline,5113.44,fL06055032yE864104
VH001962,Kia,Sorento,2022,suv,gasoline,18905.17,Gt08367626fv470810
VH001963,Nissan,Altima,2010,sedan,electric,3120.0,qH00448141pk647182
VH001964,Honda,Civic,2021,sedan,hybrid,12707.57,Fl23139234qy634060
VH001965,Chevrolet,Cruze,2011,sedan,hybrid,2820.35,Nw36582867sR588836
VH001966,Honda,Odyssey,2014,minivan,gasoline,7151.5,gL20111429Ie325877
VH001967,BMW,X3,2011,suv,gasoline,5902.26,Bl39100074MQ082528
VH001968,Toyota,Camry,2013,sedan,gasoline,3993.23,Ql37786777mm823941
VH001969,Chevrolet,Malibu,2008,sedan,gasoline,3120.0,Hr93442631PJ587085
VH001970,Chevrolet,Equinox,2015,suv,electric,6904.37,BY45173877nJ135260
VH001971,Nissan,Frontier,2014,truck,gasoline,5287.48,aZ65340080KE716356
VH001972,Toyota,Highlander,2010,suv,gasoline,4560.0,lt07804222pu153527
VH001973,BMW,X5,2008,suv,gasoline,7440.0,UT63459592ys919229
VH001974,BMW,X5,2023,suv,gasoline,39660.01,ue34700397XU113810
VH001975,Ford,Explorer,2016,suv,gasoline,10350.26,xb31240037vA269013
VH001976,BMW,5 Series,2019,sedan,gasoline,19866.54,fN35538286fi710456
VH001977,Kia,Forte,2013,sedan,gasoline,3807.68,yq05225498ys051153
VH001978,Toyota,Corolla,2014,sedan,gasoline,4240.65,Lr49150539yx534183
VH001979,Honda,Civic,2023,sedan,gasoline,17295.2,pF26152678Bm344305
VH001980,Toyota,RAV4,2023,suv,gasoline,17156.92,pl42717235Xe019060
VH001981,BMW,3 Series,2022,sedan,electric,21838.91,yl25371142hG313113
VH001982,Kia,Forte,2023,sedan,gasoline,14256.45,kj33563596NQ491490
VH001983,Kia,Sorento,2012,suv,gasoline,4238.91,yH89658031Kj699495
VH001984,Hyundai,Accent,2020,sedan,gasoline,7635.41,TP47933050bL144060
VH001985,Kia,Soul,2024,suv,hybrid,14054.18,it74587870PJ141277
VH001986,Kia,Sorento,2011,suv,gasoline,3960.0,nn16714763gI005660
VH001987,Chevrolet,Malibu,2018,sedan,diesel,7878.1,Vb32945647Ka054527
VH001988,Chevrolet,Malibu,2022,sedan,gasoline,16393.44,qP81291873XK287512
VH001989,Toyota,Camry,2014,sedan,gasoline,5618.03,HW40805858Op112285
VH001990,Hyundai,Accent,2020,sedan,hybrid,7145.49,jB38739494af723174
VH001991,Toyota,Tacoma,2009,truck,gasoline,4080.0,vm74037678de090023
VH001992,Honda,CR-V,2012,suv,gasoline,4250.62,En74768480VW547357
VH001993,Kia,Forte,2009,sedan,gasoline,2520.0,lb84698792WF363745
VH001994,Chevrolet,Equinox,2023,suv,gasoline,17851.42,gu16068141hh701941
VH001995,Toyota,Highlander,2023,suv,gasoline,22012.11,BZ41655989Dv174090
VH001996,BMW,X3,2020,suv,gasoline,23425.16,WR42795677nE181927
VH001997,Chevrolet,Cruze,2012,sedan,hybrid,2433.66,Xg62527897Xg380881
VH001998,Ford,Escape,2008,suv,gasoline,3480.0,eG78874292vG222474
VH001999,Toyota,Tacoma,2022,truck,gasoline,19104.3,wu23124195fg551862
VH002000,Ford,Mustang,2023,sedan,hybrid,19124.54,Pv21605935ta340417
VH002001,Hyundai,Accent,2024,sedan,hybrid,16363.08,kR20498951cE993949
VH002002,Ford,Explorer,2020,suv,gasoline,19251.39,mo46648068ZS302633
VH002003,Hyundai,Tucson,2016,suv,gasoline,7975.48,Ia23248015UX201019
VH002004,Honda,Accord,2012,sedan,gasoline,4075.98,wp92551516Jq935153
VH002005,Honda,Odyssey,2010,minivan,electric,4440.0,SN47034865nv473713
VH002006,Toyota,Corolla,2015,sedan,electric,5466.03,Ym68893324ZQ943404
VH002007,Ford,Escape,2011,suv,gasoline,3674.23,uf82452358XV806484
VH002008,Chevrolet,Cruze,2017,sedan,gasoline,6147.66,RO12706102Sy976591
VH002009,Chevrolet,Tahoe,2020,suv,hybrid,22157.57,lA98886270gy185333
VH002010,Chevrolet,Malibu,2020,sedan,electric,9857.45,HE73641771FW483027
VH002011,Toyota,Camry,2008,sedan,gasoline,3360.0,wa23264429gZ539992
VH002012,Chevrolet,Tahoe,2023,suv,gasoline,36406.54,xm45432424DE614835
VH002013,Hyundai,Accent,2013,sedan,gasoline,3306.94,tj12200938Pb770063
VH002014,Kia,Sportage,2023,suv,gasoline,16021.17,Sz65056524Om792906
VH002015,BMW,X3,2009,suv,gasoline,5640.0,hq89321494ju795744
VH002016,Chevrolet,Tahoe,2017,suv,gasoline,13266.93,Xg22069106oj921973
VH002017,Ford,F-150,2022,truck,gasoline,25350.24,wY58952876HN244097
VH002018,Honda,Pilot,2023,suv,gasoline,29089.58,Hw69745980kU295064
VH002019,Ford,Mustang,2012,sedan,gasoline,5088.98,SS59353527sW245551
VH002020,Kia,Optima,2017,sedan,gasoline,7336.06,xe80335350NU404672
VH002021,Hyundai,Accent,2019,sedan,gasoline,7423.5,Nk29624705bc710692
VH002022,Honda,Civic,2008,sedan,gasoline,2880.0,YN79418511ej918462
VH002023,Nissan,Rogue,2014,suv,gasoline,5873.97,TX42433049ZE477543
VH002024,Hyundai,Santa Fe,2017,suv,gasoline,10527.28,zV51052002aV293905
VH002025,Honda,CR-V,2018,suv,gasoline,9313.61,Ef80391267Td142192
VH002026,Kia,Optima,2010,sedan,gasoline,3000.0,PQ00202616Fg418146
VH002027,Kia,Optima,2020,sedan,gasoline,10483.61,lu38379744gR258711
VH002028,Kia,Optima,2017,sedan,hybrid,7736.61,FU13450710Hx075450
VH002029,Kia,Optima,2015,sedan,gasoline,4740.58,ZP44475395KX885967
VH002030,Ford,Focus,2014,sedan,gasoline,3479.61,xt37825163KB158321
VH002031,Toyota,RAV4,2015,suv,gasoline,6502.84,PX64259456ED420892
VH002032,Nissan,Pathfinder,2021,suv,diesel,15594.51,eG67422700BK491083
VH002033,Nissan,Sentra,2024,sedan,gasoline,15350.95,Pu97831316uo288160
VH002034,Chevrolet,Tahoe,2011,suv,gasoline,6240.0,ys62821801Ry957876
VH002035,Nissan,Sentra,2013,sedan,gasoline,3176.19,BX51793263KB080421
VH002036,Honda,CR-V,2022,suv,hybrid,15221.56,CY57416874BZ562132
VH002037,Chevrolet,Equinox,2012,suv,hybrid,4217.24,HG13071050ZY139431
VH002038,Nissan,Rogue,2013,suv,gasoline,4397.57,Zp06841579Sr800311
VH002039,Hyundai,Accent,2017,sedan,gasoline,5759.28,ou83123098cC698978
VH002040,Kia,Sorento,2008,suv,gasoline,3960.0,On85916353Lx382948
VH002041,Chevrolet,Silverado,2014,truck,hybrid,6874.99,Xk95070077uT885121
VH002042,Honda,Odyssey,2021,minivan,electric,20930.61,UN45019311xR585297
VH002043,Ford,Escape,2016,suv,gasoline,7287.8,zV14407183Tu891232
VH002044,Ford,Escape,2015,suv,electric,7116.93,oC16975500vS282875
VH002045,Kia,Soul,2011,suv,gasoline,2400.0,Wb37494723xI255818
VH002046,Nissan,Sentra,2009,sedan,gasoline,2520.0,Tr23609567uK497724
VH002047,BMW,5 Series,2021,sedan,gasoline,25894.81,FQ35103943rY434424
VH002048,Chevrolet,Cruze,2018,sedan,gasoline,7504.29,xN47755874qV016247
VH002049,Toyota,Tacoma,2013,truck,gasoline,5961.7,la34480860ko111315
VH002050,BMW,3 Series,2023,sedan,diesel,32752.01,Ov30430727YR588967
VH002051,Chevrolet,Equinox,2018,suv,gasoline,8151.24,jQ78340662Vp904086
VH002052,Honda,Pilot,2013,suv,gasoline,7313.06,KM85339034FX351823
VH002053,Hyundai,Elantra,2023,sedan,gasoline,12777.68,Al41796934tl399327
VH002054,Honda,Accord,2015,sedan,gasoline,7126.47,Ox51715177Cv545885
VH002055,Nissan,Altima,2008,sedan,gasoline,3120.0,tz04213927PK689580
VH002056,Nissan,Frontier,2022,truck,gasoline,17241.12,CS05095343Fe065020
VH002057,BMW,X5,2011,suv,gasoline,7509.19,Pu30446236VT426838
VH002058,Kia,Forte,2012,sedan,hybrid,2795.08,dR48614602eS826174
VH002059,Hyundai,Accent,2023,sedan,gasoline,12548.28,LH53256620cC440482
VH002060,Honda,CR-V,2016,suv,hybrid,7500.68,Oa98871707kk260279
VH002061,Hyundai,Tucson,2015,suv,gasoline,5759.65,cz68390849Ws232132
VH002062,Kia,Sorento,2013,suv,gasoline,5584.28,rE33334914AI982714
VH002063,Nissan,Sentra,2021,sedan,hybrid,10460.37,Dh16039064zP736065
VH002064,BMW,X3,2014,suv,hybrid,9019.1,gN45627058yj553980
VH002065,Ford,Focus,2022,sedan,gasoline,10245.57,fe61831631RR790686
VH002066,Toyota,Camry,2013,sedan,gasoline,4724.74,RP83189422QT225831
VH002067,Honda,Pilot,2012,suv,gasoline,6421.53,XS75065177uO782564
VH002068,Nissan,Pathfinder,2012,suv,gasoline,5493.25,iB46782524TO543498
VH002069,Nissan,Rogue,2014,suv,gasoline,5368.78,Wf77866838gZ234148
VH002070,Chevrolet,Equinox,2010,suv,gasoline,3480.0,JA57186642jo787612
VH002071,Kia,Forte,2020,sedan,gasoline,9510.14,De07497545EW885920
VH002072,Ford,Focus,2019,sedan,gasoline,7391.22,Zg04716039qk312800
VH002073,BMW,3 Series,2020,sedan,gasoline,17636.28,oO53195145ig551763
VH002074,Toyota,Camry,2022,sedan,gasoline,13991.17,rt07216022dl750360
VH002075,Toyota,Highlander,2024,suv,gasoline,29474.37,GE69392840Zk246084
VH002076,Honda,Accord,2012,sedan,gasoline,4274.18,WY58453276Rd945196
VH002077,Nissan,Rogue,2022,suv,gasoline,17104.42,mQ07041560Tr493121
VH002078,Honda,Accord,2008,sedan,gasoline,3480.0,fN60630351Lb645014
VH002079,Nissan,Frontier,2015,truck,gasoline,5997.91,zK89572258wi099899
VH002080,Nissan,Altima,2012,sedan,gasoline,3277.58,Wz20630280re100440
VH002081,Nissan,Sentra,2018,sedan,gasoline,7194.73,cD28225861Es392800
VH002082,Chevrolet,Equinox,2021,suv,gasoline,14142.87,uR73355915Nq799654
VH002083,Ford,Mustang,2018,sedan,gasoline,11319.22,nL09815618Lb800709
VH002084,Chevrolet,Tahoe,2013,suv,gasoline,7473.56,cM88601232xs807338
VH002085,BMW,X3,2014,suv,hybrid,7787.62,li58450631iR205128
VH002086,BMW,7 Series,2014,sedan,diesel,17006.39,iR29721498Ro757607
VH002087,Honda,Accord,2015,sedan,gasoline,7158.39,ZT62032900nV115285
VH002088,Ford,Focus,2024,sedan,hybrid,14306.05,dT71613592Mf414771
VH002089,Kia,Sportage,2022,suv,gasoline,14909.2,Jx76606308Bp448111
VH002090,BMW,3 Series,2013,sedan,hybrid,6249.96,Ky43505393ym542698
VH002091,Hyundai,Accent,2014,sedan,gasoline,3596.92,lO49898365qC939099
VH002092,Honda,Odyssey,2010,minivan,hybrid,4440.0,ZZ61741640vr121657
VH002093,BMW,3 Series,2022,sedan,gasoline,24991.64,ki15211369kH579234
VH002094,Nissan,Altima,2015,sedan,electric,5223.41,Kt98225931jl576033
VH002095,Toyota,Highlander,2012,suv,gasoline,6081.59,AD88616138GV217128
VH002096,Honda,Civic,2012,sedan,diesel,3350.53,VB20069955OW515120
VH002097,Honda,Civic,2024,sedan,gasoline,15910.41,kO45123019kM682605
VH002098,Kia,Sportage,2014,suv,gasoline,5570.75,nj03569352Da627152
VH002099,Honda,Civic,2013,sedan,diesel,4472.1,vT36578193WM288191
VH002100,Chevrolet,Silverado,2018,truck,gasoline,11725.92,BN03354724Dd069240
VH002101,BMW,X3,2014,suv,hybrid,9190.22,zC75918603NO579714
VH002102,Ford,Explorer,2024,suv,hybrid,31641.03,bf27799191kZ960111
VH002103,BMW,5 Series,2014,sedan,electric,11531.6,yp93122206vu781393
VH002104,Hyundai,Sonata,2024,sedan,gasoline,23181.07,FS73095940Lf128596
VH002105,BMW,X3,2019,suv,gasoline,19533.25,yL19187330gJ956212
VH002106,BMW,X5,2018,suv,gasoline,21590.79,RK60409634mb158901
VH002107,BMW,7 Series,2018,sedan,gasoline,31430.79,hC95607027OE663386
VH002108,Honda,Accord,2016,sedan,gasoline,6943.67,Py36437830pD348424
VH002109,Ford,Explorer,2011,suv,electric,4680.0,Zx85010933BL339049
VH002110,Ford,F-150,2011,truck,gasoline,5385.41,Fb58764959Mq434292
VH002111,Toyota,Tacoma,2024,truck,electric,28822.36,Ax70992955ib420312
VH002112,Ford,Focus,2013,sedan,gasoline,3166.96,Cv00887726DA142502
VH002113,Toyota,Tacoma,2017,truck,gasoline,10667.96,YM49301417sB350429
VH002114,Kia,Sorento,2019,suv,gasoline,12949.47,pd47567438zs401523
VH002115,Ford,Mustang,2014,sedan,gasoline,6216.27,tk30064866fM034065
VH002116,Chevrolet,Cruze,2010,sedan,diesel,2400.0,Rf62053760Jw006941
VH002117,Hyundai,Santa Fe,2012,suv,gasoline,5308.45,Ze22099880uE226219
VH002118,Nissan,Pathfinder,2022,suv,gasoline,20297.08,IS46605785gb190079
VH002119,Ford,F-150,2008,truck,gasoline,5040.0,Un28262304OU932138
VH002120,Toyota,Camry,2009,sedan,gasoline,3360.0,Ia79568885YZ863412
VH002121,BMW,3 Series,2017,sedan,hybrid,12559.19,aU29342674JF728446
VH002122,Toyota,Highlander,2017,suv,gasoline,10500.97,Qe27351305vG191165
VH002123,Chevrolet,Tahoe,2019,suv,gasoline,20064.16,fu23873253du533634
VH002124,Toyota,Tacoma,2021,truck,gasoline,15913.86,qu02394480et470329
VH002125,Kia,Sorento,2013,suv,gasoline,4778.58,GF09364983dM856255
VH002126,Chevrolet,Malibu,2008,sedan,gasoline,3120.0,XT14093784dT031224
VH002127,Toyota,Tacoma,2024,truck,electric,26294.54,uY82486167eh786057
VH002128,Chevrolet,Equinox,2014,suv,gasoline,5972.92,tm51390662JX374677
VH002129,Ford,Focus,2010,sedan,gasoline,2520.0,Ni16371647OC362127
VH002130,Nissan,Frontier,2012,truck,gasoline,4604.31,cN97595187Ea908861
VH002131,Kia,Forte,2022,sedan,gasoline,10265.73,xa54035291oK478439
VH002132,Hyundai,Elantra,2010,sedan,hybrid,2640.0,mZ11873266wa531619
VH002133,Nissan,Rogue,2010,suv,hybrid,3480.0,kO29463388Mp612341
VH002134,Kia,Sportage,2015,suv,gasoline,6543.92,Qj06345624mA521247
VH002135,Kia,Sorento,2022,suv,gasoline,21343.31,vz94580454Fc378745
VH002136,Nissan,Altima,2023,sedan,gasoline,18751.58,mO53810896kW488089
VH002137,Ford,Mustang,2022,sedan,gasoline,15616.05,gP21355905XO455988
VH002138,Nissan,Pathfinder,2015,suv,gasoline,7203.7,HC81286443iP790058
VH002139,Hyundai,Elantra,2024,sedan,hybrid,17518.53,EF21514768LR049497
VH002140,Toyota,Corolla,2018,sedan,gasoline,6670.54,SM19464998GZ350791
VH002141,Ford,Escape,2020,suv,gasoline,11535.34,SO75351608BV931042
VH002142,Kia,Forte,2019,sedan,gasoline,7861.8,pF86010181Cz501108
VH002143,Chevrolet,Silverado,2015,truck,gasoline,9024.83,GM32098855AJ701821
VH002144,Kia,Sportage,2012,suv,gasoline,4424.21,lN43759422NX607507
VH002145,Hyundai,Santa Fe,2017,suv,gasoline,9465.91,BO00058795nN913193
VH002146,Toyota,Tacoma,2015,truck,electric,6859.94,WG65330372MP000011
VH002147,Toyota,Highlander,2022,suv,gasoline,22022.41,MP44165459es709677
VH002148,Nissan,Altima,2015,sedan,gasoline,6143.3,TE42571479CX499209
VH002149,Chevrolet,Equinox,2014,suv,gasoline,5843.05,Hp88151044Vv521285
VH002150,Hyundai,Sonata,2024,sedan,gasoline,18094.86,ya60813133GY979625
VH002151,Nissan,Pathfinder,2019,suv,gasoline,15420.68,wV06712838PY245399
VH002152,BMW,X3,2019,suv,gasoline,17660.8,mW93811447eV731595
VH002153,Hyundai,Accent,2009,sedan,gasoline,2280.0,pl95549687Sv712289
VH002154,Toyota,Camry,2011,sedan,gasoline,3394.84,CG69887036iu564422
VH002155,Hyundai,Sonata,2016,sedan,gasoline,7040.22,rB86394562mo596230
VH002156,Kia,Soul,2017,suv,electric,5334.9,nx72472662FP017898
VH002157,Chevrolet,Malibu,2009,sedan,gasoline,3120.0,ya29736174lg189242
VH002158,Chevrolet,Malibu,2016,sedan,diesel,5809.5,wv48713206du880831
VH002159,Ford,Escape,2024,suv,gasoline,20608.81,WB92577517Ke847252
VH002160,Hyundai,Santa Fe,2016,suv,gasoline,7476.04,Zh94575011Zm155738
VH002161,Chevrolet,Tahoe,2012,suv,gasoline,7539.49,gz06754054Ox850663
VH002162,Chevrolet,Tahoe,2013,suv,gasoline,8019.07,nf47409673QM208249
VH002163,Ford,Explorer,2016,suv,gasoline,8473.18,LP61813516av617720
VH002164,Chevrolet,Silverado,2018,truck,gasoline,14363.47,dy82956044LL504941
VH002165,Chevrolet,Tahoe,2012,suv,hybrid,6333.51,mf78764119yh347655
VH002166,Toyota,Camry,2021,sedan,gasoline,12914.61,eJ63334035rF739526
VH002167,Nissan,Sentra,2021,sedan,gasoline,11786.11,RF43422923Fx817565
VH002168,Nissan,Altima,2017,sedan,gasoline,6956.26,qD25817474ue287393
VH002169,BMW,3 Series,2011,sedan,gasoline,5280.0,Ai99540595hF073335
VH002170,Chevrolet,Malibu,2008,sedan,hybrid,3120.0,Ot68264195Oq397847
VH002171,Chevrolet,Silverado,2019,truck,gasoline,15940.04,uh31875301KB620919
VH002172,Chevrolet,Cruze,2019,sedan,gasoline,8506.86,uE49517039Qp156785
VH002173,Kia,Optima,2012,sedan,gasoline,3929.57,Lb28620880VJ128845
VH002174,BMW,7 Series,2019,sedan,gasoline,31300.15,NI60430419Ch902113
VH002175,Toyota,RAV4,2013,suv,gasoline,5415.34,Zi01481981IL816523
VH002176,BMW,3 Series,2014,sedan,gasoline,7783.46,HK36144963GJ907684
VH002177,Hyundai,Elantra,2017,sedan,gasoline,5941.21,fW84003772SA176864
VH002178,Kia,Soul,2011,suv,gasoline,2744.45,tU01750699Gg042641
VH002179,Toyota,Highlander,2014,suv,gasoline,6800.25,qF70909416Xk795103
VH002180,Hyundai,Tucson,2016,suv,gasoline,7008.19,NT12426128HJ936905
VH002181,Ford,F-150,2012,truck,gasoline,5744.51,lk84568972nX066683
VH002182,Chevrolet,Tahoe,2019,suv,gasoline,19739.51,yY00775088he475089
VH002183,Ford,Focus,2024,sedan,gasoline,17295.78,UU63528326Ol054696
VH002184,Hyundai,Sonata,2016,sedan,gasoline,7576.99,wk10405426sX301902
VH002185,BMW,5 Series,2022,sedan,gasoline,29273.15,bb39366153XX354127
VH002186,Kia,Soul,2024,suv,gasoline,13686.76,Pb42852116ZU801808
VH002187,Chevrolet,Equinox,2018,suv,gasoline,9879.36,nz24966335Cb526170
VH002188,Ford,Mustang,2014,sedan,diesel,5895.41,fU22314694fh359221
VH002189,Chevrolet,Cruze,2010,sedan,gasoline,2400.0,AH16998218RC952069
VH002190,BMW,7 Series,2008,sedan,electric,10560.0,zX42560743Xd296604
VH002191,BMW,7 Series,2012,sedan,hybrid,12724.48,yy13885593zI920985
VH002192,Chevrolet,Silverado,2013,truck,gasoline,6380.38,NZ22262376YO456594
VH002193,Toyota,Corolla,2009,sedan,gasoline,2760.0,vg21620749wG701581
VH002194,Hyundai,Accent,2012,sedan,hybrid,2868.5,AP46890339fn715537
VH002195,Kia,Sportage,2015,suv,gasoline,5744.08,DY00703593KX618564
VH002196,Honda,Civic,2013,sedan,gasoline,4338.1,lk83303824af608442
VH002197,Toyota,Highlander,2022,suv,gasoline,24272.69,GX50057009Wo973334
VH002198,Kia,Optima,2023,sedan,gasoline,18068.25,rs99859063vK381990
VH002199,BMW,5 Series,2014,sedan,diesel,9373.97,Ue89725562yw521976
VH002200,BMW,X5,2019,suv,gasoline,23027.37,PL42034230cS132398
VH002201,Nissan,Frontier,2021,truck,gasoline,14348.99,vR28590635Et518858
VH002202,Kia,Forte,2019,sedan,gasoline,7743.77,IL92713840BE432342
VH002203,Hyundai,Accent,2020,sedan,gasoline,8536.87,cL78903886Tg076092
VH002204,Toyota,Corolla,2016,sedan,gasoline,6535.21,bV44814722ua729152
VH002205,Ford,Explorer,2023,suv,gasoline,23498.8,Aj04308974MN843598
VH002206,BMW,X5,2019,suv,gasoline,22560.43,lR36183185IZ817780
VH002207,Honda,CR-V,2023,suv,gasoline,19358.29,lt56005907PZ241147
VH002208,Kia,Forte,2018,sedan,hybrid,6438.53,bB43467407lZ163256
VH002209,BMW,X3,2016,suv,gasoline,10301.37,qL51639643rQ878203
VH002210,Kia,Forte,2013,sedan,gasoline,3787.69,XV50531288Tc342834
VH002211,Nissan,Frontier,2019,truck,gasoline,12804.52,Ls05113073ot484918
VH002212,Nissan,Altima,2022,sedan,gasoline,15661.77,Wv08210009No509716
VH002213,Hyundai,Tucson,2022,suv,gasoline,15811.92,Ny23760201FP185431
VH002214,Nissan,Pathfinder,2018,suv,gasoline,12047.04,Zp42801344oI882666
VH002215,Hyundai,Sonata,2021,sedan,gasoline,13008.34,dh48794462af068366
VH002216,Toyota,Tacoma,2012,truck,gasoline,4743.62,eR22746508Qb564281
VH002217,Toyota,Camry,2022,sedan,gasoline,14146.27,cw76723804WO264101
VH002218,Honda,Civic,2023,sedan,gasoline,16325.56,vL93923520PM890039
VH002219,BMW,5 Series,2014,sedan,gasoline,10981.56,oQ37781717MF435579
VH002220,Kia,Forte,2014,sedan,gasoline,4029.67,WF57999809vN734652
VH002221,Ford,Explorer,2019,suv,gasoline,12654.34,Ji50485880iR137000
VH002222,BMW,5 Series,2020,sedan,gasoline,27115.78,dv54436077IG275170
VH002223,Ford,Escape,2009,suv,electric,3480.0,tY29167168qg720180
VH002224,Chevrolet,Equinox,2022,suv,electric,16244.83,lw19045260IB302934
VH002225,BMW,X3,2009,suv,gasoline,5640.0,Bh09165858xH930575
VH002226,Honda,Pilot,2015,suv,gasoline,7591.14,Yo18590640Rp048048
VH002227,Toyota,Camry,2014,sedan,gasoline,5189.48,hC03277463nv626818
VH002228,Toyota,Tacoma,2020,truck,gasoline,14514.92,VG11225033oE260670
VH002229,Kia,Sorento,2023,suv,gasoline,19232.15,tj25600565Pt523687
VH002230,Toyota,Highlander,2021,suv,gasoline,18420.02,Db15093772YW920205
VH002231,Ford,Focus,2024,sedan,gasoline,14694.48,Vf81940510Xl736656
VH002232,BMW,7 Series,2020,sedan,hybrid,42474.38,KV99574128JT409531
VH002233,Chevrolet,Tahoe,2010,suv,gasoline,6240.0,Vk00875856qA057059
VH002234,Hyundai,Tucson,2022,suv,gasoline,17261.05,Yj86658215gf164279
VH002235,Kia,Optima,2015,sedan,gasoline,5679.05,iF48244178VM080862
VH002236,Toyota,Tacoma,2019,truck,gasoline,11255.72,zl35491198Ee844198
VH002237,Honda,Pilot,2018,suv,gasoline,12767.1,Al06999247bu871559
VH002238,Hyundai,Accent,2018,sedan,gasoline,6494.39,yM42933829dh867161
